zip_code,min_medicare_pricing_for_new_patient,max_medicare_pricing_for_new_patient,mode_medicare_pricing_for_new_patient,min_copay_for_new_patient,max_copay_for_new_patient,mode_copay_for_new_patient,most_utilized_procedure_code_for_new_patient,min_medicare_pricing_for_established_patient,max_medicare_pricing_for_established_patient,mode_medicare_pricing_for_established_patient,min_copay_for_established_patient,max_copay_for_established_patient,mode_copay_for_established_patient,most_utilized_procedure_code_for_established_patient
75410,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75411,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75412,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75413,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75414,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75415,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75416,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75417,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75418,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75420,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75421,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75422,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75423,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75424,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75425,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75426,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75428,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75429,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75431,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75432,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75433,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75434,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75435,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75436,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75437,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75438,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75439,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75440,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75441,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75442,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75443,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75444,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75446,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75447,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75448,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75449,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75450,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75451,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75452,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75453,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75454,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75455,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75456,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75457,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75458,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75459,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75460,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75461,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75462,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75468,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75469,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75470,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75471,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75472,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75473,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75474,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75475,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75476,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75477,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75478,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75479,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75480,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75481,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75482,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75483,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75485,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75486,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75487,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75488,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75489,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75490,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75491,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75492,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75493,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75494,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75495,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75496,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75497,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75501,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75503,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75504,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75505,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75507,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75550,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75551,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75554,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75555,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75556,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75558,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75559,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75560,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75561,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75562,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75563,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75564,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75565,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75566,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75567,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75568,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75569,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75570,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75571,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75572,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75573,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75574,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75599,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75601,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75602,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75603,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75604,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75605,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75606,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75607,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75608,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75615,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75630,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75631,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75633,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75636,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75637,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75638,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75639,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75640,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75641,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75642,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75643,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75644,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75645,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75647,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75650,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75651,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75652,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75653,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75654,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75656,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75657,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75658,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75659,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75660,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75661,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75662,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75663,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75666,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75667,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75668,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75669,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75670,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75671,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75672,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75680,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75681,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75682,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75683,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75684,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75685,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75686,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75687,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75688,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75689,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75691,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75692,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75693,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75694,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75701,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75702,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75703,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75704,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75705,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75706,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75707,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75708,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75709,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75710,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75711,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75712,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75713,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75750,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75751,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75752,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75754,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75755,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75756,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75757,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75758,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75759,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75760,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75762,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75763,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75764,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75765,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75766,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75770,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75771,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75772,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75773,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75778,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75779,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75780,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75782,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75783,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75784,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75785,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75788,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75789,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75790,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75791,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75792,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75797,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75798,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75799,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75801,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75802,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75803,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75831,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75832,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75833,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75834,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75835,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75838,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75839,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75840,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75844,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75845,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75846,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75847,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75848,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75849,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75850,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75851,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75852,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75853,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75855,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75856,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75858,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75859,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75860,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75861,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75862,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75865,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75880,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
75882,54.848,166.888,166.888,13.712,41.722,41.722,99205,17.528,136.112,136.112,4.382,34.028,34.028,99215
